,Mg Concentration,Mg Error1s,Al Concentration,Al Error1s,Si Concentration,Si Error1s,P Concentration,P Error1s,S Concentration,S Error1s,Cl Concentration,Cl Error1s,K Concentration,K Error1s,Ca Concentration,Ca Error1s,Ti Concentration,Ti Error1s,V Concentration,V Error1s,Cr Concentration,Cr Error1s,Mn Concentration,Mn Error1s,Fe Concentration,Fe Error1s,Co Concentration,Co Error1s,Ni Concentration,Ni Error1s,Cu Concentration,Cu Error1s,Zn Concentration,Zn Error1s,As Concentration,As Error1s,Se Concentration,Se Error1s,Rb Concentration,Rb Error1s,Sr Concentration,Sr Error1s,Y Concentration,Y Error1s,Zr Concentration,Zr Error1s,Nb Concentration,Nb Error1s,Mo Concentration,Mo Error1s,Ag Concentration,Ag Error1s,Cd Concentration,Cd Error1s,Sn Concentration,Sn Error1s,Sb Concentration,Sb Error1s,Ba Concentration,Ba Error1s,La Concentration,La Error1s,Ce Concentration,Ce Error1s,Pr Concentration,Pr Error1s,Nd Concentration,Nd Error1s,W Concentration,W Error1s,Au Concentration,Au Error1s,Hg Concentration,Hg Error1s,Pb Concentration,Pb Error1s,Bi Concentration,Bi Error1s,Th Concentration,Th Error1s,U Concentration,U Error1s,LE Concentration,LE Error1s
3_m13,<LOD,106333.0,6284,347.0,11041,132.0,403,18.0,1231,30.0,18674,112.0,,,2062,35.0,<LOD,1659.0,<LOD,68.0,470,42.0,<LOD,2720.0,304,30.0,<LOD,18.0,44,9.0,10934,76.0,78,12.0,48,5.0,26,3.0,12,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,11,2.0,625623,927.0,2485,26.0,<LOD,45.0,<LOD,7.0,459,60.0,<LOD,418.0,<LOD,511.0,<LOD,803.0,<LOD,1128.0,1101,27.0,,,<LOD,16.0,191,6.0,<LOD,12.0,74,4.0,39,3.0,318404,961.0
3_m14,<LOD,165887.0,5969,349.0,10295,127.0,178,15.0,1302,25.0,7830,60.0,,,1483,32.0,<LOD,2521.0,<LOD,71.0,442,41.0,<LOD,4125.0,299,28.0,<LOD,16.0,105,9.0,11977,82.0,46,10.0,12,4.0,<LOD,3.0,<LOD,2.0,<LOD,1.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,14,2.0,632942,952.0,2550,27.0,<LOD,46.0,<LOD,7.0,423,63.0,<LOD,414.0,426,128.0,660,198.0,1024,262.0,47,13.0,,,22,6.0,109,4.0,<LOD,11.0,93,4.0,15,2.0,321739,954.0
3_m15,<LOD,107158.0,6815,352.0,12594,143.0,340,18.0,2344,34.0,15758,99.0,,,3340,40.0,<LOD,1765.0,<LOD,71.0,389,41.0,<LOD,2877.0,454,33.0,<LOD,18.0,84,9.0,14623,95.0,<LOD,14.0,81,8.0,<LOD,3.0,5,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,12,2.0,620952,948.0,2545,27.0,<LOD,46.0,<LOD,7.0,380,66.0,<LOD,465.0,<LOD,557.0,<LOD,795.0,<LOD,1149.0,410,20.0,,,<LOD,13.0,568,9.0,<LOD,12.0,81,4.0,23,3.0,318203,989.0
3_m16,<LOD,164311.0,6080,349.0,10445,129.0,188,15.0,1345,26.0,7402,58.0,,,1484,32.0,<LOD,2546.0,<LOD,69.0,397,40.0,<LOD,4197.0,204,28.0,<LOD,17.0,72,9.0,17190,108.0,<LOD,14.0,29,5.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,16,2.0,630118,941.0,2544,27.0,<LOD,45.0,<LOD,7.0,424,57.0,<LOD,416.0,399,129.0,<LOD,832.0,<LOD,1129.0,64,14.0,,,65,7.0,207,6.0,<LOD,11.0,90,4.0,13,2.0,321225,966.0
3_m17,<LOD,137899.0,7295,356.0,11431,134.0,322,17.0,1552,29.0,10424,74.0,,,1970,35.0,<LOD,2160.0,<LOD,71.0,438,42.0,<LOD,3482.0,295,30.0,<LOD,17.0,55,8.0,8748,65.0,<LOD,12.0,59,7.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,10,2.0,633018,937.0,2606,27.0,<LOD,46.0,<LOD,7.0,372,61.0,<LOD,429.0,<LOD,513.0,<LOD,827.0,<LOD,1092.0,405,19.0,,,155,10.0,506,9.0,<LOD,13.0,83,4.0,27,3.0,320229,961.0
3_m18,<LOD,119640.0,6545,336.0,10564,128.0,285,16.0,2097,30.0,14055,89.0,,,1853,33.0,<LOD,1884.0,<LOD,70.0,413,39.0,<LOD,3153.0,276,29.0,<LOD,18.0,66,9.0,14596,94.0,274,13.0,107,8.0,15,3.0,7,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,12,2.0,629027,932.0,2463,26.0,<LOD,45.0,<LOD,7.0,451,62.0,444,107.0,461,122.0,1167,206.0,<LOD,1047.0,558,21.0,,,<LOD,14.0,665,10.0,<LOD,12.0,78,4.0,30,3.0,313492,956.0
3_m19,<LOD,133592.0,6572,359.0,12513,143.0,269,17.0,3011,35.0,8485,67.0,,,2399,37.0,<LOD,2315.0,<LOD,74.0,427,42.0,<LOD,3707.0,464,33.0,<LOD,19.0,83,10.0,24317,146.0,<LOD,16.0,39,4.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,12,2.0,603750,979.0,2572,28.0,<LOD,46.0,<LOD,7.0,366,67.0,<LOD,490.0,<LOD,616.0,<LOD,924.0,1329,296.0,<LOD,17.0,,,118,8.0,56,4.0,<LOD,11.0,86,4.0,12,3.0,333122,1016.0
3_m20,<LOD,106641.0,6894,328.0,12104,133.0,362,17.0,1541,26.0,15788,95.0,,,3384,38.0,<LOD,1770.0,<LOD,72.0,380,38.0,<LOD,2939.0,325,30.0,<LOD,18.0,67,8.0,15878,99.0,<LOD,14.0,243,9.0,<LOD,3.0,4,1.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,6,2.0,10,2.0,628389,912.0,2415,25.0,<LOD,45.0,<LOD,7.0,454,61.0,<LOD,414.0,415,129.0,<LOD,826.0,<LOD,1053.0,238,16.0,,,<LOD,12.0,659,10.0,<LOD,12.0,76,4.0,18,2.0,310345,948.0
3_m21,<LOD,109750.0,6470,336.0,10655,126.0,206,15.0,3224,34.0,15986,96.0,,,1353,32.0,697,232.0,<LOD,71.0,436,41.0,<LOD,2892.0,211,28.0,<LOD,17.0,83,9.0,11450,77.0,36,10.0,23,4.0,<LOD,3.0,<LOD,2.0,<LOD,1.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,12,2.0,638379,936.0,2522,26.0,<LOD,45.0,<LOD,7.0,428,62.0,<LOD,425.0,<LOD,523.0,<LOD,818.0,<LOD,1118.0,69,13.0,,,<LOD,10.0,175,5.0,<LOD,11.0,89,4.0,13,2.0,307484,958.0
3_m22,<LOD,128806.0,6116,319.0,10366,123.0,401,17.0,2034,28.0,11253,74.0,,,1764,31.0,<LOD,2061.0,<LOD,67.0,406,38.0,<LOD,3482.0,246,28.0,<LOD,18.0,101,9.0,20357,120.0,<LOD,15.0,42,6.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,15,2.0,633149,902.0,2394,25.0,<LOD,45.0,<LOD,7.0,441,60.0,<LOD,414.0,<LOD,501.0,<LOD,763.0,<LOD,1020.0,51,13.0,,,97,7.0,319,7.0,<LOD,11.0,81,4.0,9,2.0,310360,935.0
3_m23,<LOD,143455.0,7224,353.0,12133,137.0,212,16.0,2637,31.0,7200,58.0,,,1586,33.0,<LOD,2278.0,<LOD,72.0,425,41.0,<LOD,3673.0,285,30.0,<LOD,17.0,132,10.0,12457,84.0,38,10.0,16,4.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,9,2.0,627522,932.0,2539,27.0,<LOD,46.0,<LOD,7.0,452,65.0,<LOD,443.0,<LOD,540.0,<LOD,810.0,<LOD,1088.0,49,13.0,,,35,6.0,97,4.0,<LOD,11.0,83,4.0,15,2.0,324854,957.0
3_m24,<LOD,155269.0,6436,339.0,10578,128.0,167,15.0,1144,24.0,7116,56.0,,,1638,32.0,<LOD,2437.0,<LOD,70.0,396,40.0,<LOD,4040.0,301,30.0,<LOD,18.0,81,9.0,14915,96.0,<LOD,14.0,78,6.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,12,2.0,632650,925.0,2485,26.0,<LOD,45.0,<LOD,7.0,367,59.0,366,101.0,<LOD,524.0,<LOD,855.0,<LOD,1097.0,218,16.0,,,<LOD,12.0,352,7.0,<LOD,12.0,90,4.0,20,3.0,320590,947.0
3_m25,<LOD,149969.0,6761,337.0,11514,132.0,238,16.0,1510,26.0,12941,83.0,,,1644,31.0,<LOD,2101.0,<LOD,69.0,354,38.0,<LOD,3479.0,581,33.0,<LOD,18.0,80,9.0,25022,144.0,<LOD,16.0,50,7.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,13,2.0,620075,923.0,2387,25.0,<LOD,45.0,<LOD,7.0,435,61.0,<LOD,437.0,<LOD,524.0,<LOD,830.0,<LOD,1116.0,117,15.0,,,132,9.0,402,8.0,<LOD,12.0,85,4.0,15,3.0,315644,966.0
3_m26,<LOD,176011.0,6698,347.0,10427,127.0,214,15.0,1081,24.0,7414,58.0,,,1552,32.0,<LOD,2756.0,<LOD,71.0,440,41.0,<LOD,4524.0,278,28.0,<LOD,17.0,71,8.0,9252,68.0,36,10.0,75,6.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,7,2.0,636960,927.0,2551,27.0,<LOD,45.0,<LOD,7.0,368,62.0,<LOD,410.0,<LOD,509.0,<LOD,828.0,<LOD,1091.0,209,16.0,,,<LOD,11.0,348,7.0,<LOD,12.0,90,4.0,23,3.0,321906,945.0
3_m27,<LOD,171047.0,6438,348.0,10981,131.0,241,16.0,1089,26.0,6585,57.0,,,1561,33.0,<LOD,2782.0,<LOD,70.0,432,42.0,<LOD,4438.0,257,29.0,<LOD,17.0,75,9.0,11058,78.0,174,12.0,63,7.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,10,2.0,626766,952.0,2611,27.0,<LOD,46.0,<LOD,7.0,461,64.0,<LOD,425.0,<LOD,527.0,<LOD,840.0,990,285.0,420,19.0,,,<LOD,13.0,454,8.0,<LOD,12.0,91,4.0,28,3.0,329213,962.0
3_m28,<LOD,156625.0,6699,346.0,11039,130.0,223,16.0,1036,25.0,6632,55.0,,,1711,32.0,<LOD,2519.0,<LOD,70.0,356,39.0,<LOD,4101.0,469,31.0,<LOD,18.0,101,9.0,20015,123.0,<LOD,15.0,51,6.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,15,2.0,620734,928.0,2441,26.0,<LOD,45.0,<LOD,7.0,391,61.0,376,103.0,<LOD,534.0,<LOD,845.0,<LOD,1129.0,59,14.0,,,29,7.0,283,7.0,<LOD,12.0,84,4.0,13,2.0,327243,957.0
4_m01,<LOD,50576.0,12969,888.0,27990,315.0,470,46.0,8889,90.0,4031,98.0,82238,281.0,<LOD,1187.0,<LOD,926.0,<LOD,86.0,103.0,35.0,263,34.0,449,45.0,93,9.0,301,30.0,642253,1133.0,1300,82.0,1937,45.0,<LOD,3.0,<LOD,2.0,<LOD,1.0,25,8.0,<LOD,3.0,46,7.0,106,8.0,137627,445.0,1111,33.0,<LOD,28.0,1278,68.0,<LOD,1494.0,<LOD,2571.0,<LOD,3256.0,974,295.0,1414,405.0,<LOD,38.0,388,29.0,2222,64.0,2230,41.0,1148,94.0,<LOD,12.0,<LOD,5.0,68051,1065.0
4_m02,<LOD,22345.0,9583,323.0,9919,117.0,336,18.0,1305,26.0,107876,379.0,38907,186.0,<LOD,444.0,718,234.0,<LOD,70.0,376.0,39.0,<LOD,697.0,790,34.0,<LOD,9.0,169,10.0,4087,37.0,9168,54.0,<LOD,10.0,<LOD,3.0,397,5.0,<LOD,2.0,<LOD,3.0,<LOD,2.0,11,2.0,14,2.0,586162,863.0,1961,21.0,<LOD,45.0,<LOD,7.0,412,62.0,<LOD,449.0,496,132.0,<LOD,849.0,<LOD,1142.0,<LOD,50.0,189,7.0,<LOD,16.0,764,10.0,106,13.0,76,4.0,9,3.0,226168,981.0
4_m03,<LOD,47315.0,16098,820.0,35085,350.0,2777,69.0,8126,82.0,29879,140.0,28804,169.0,2879,42.0,<LOD,1411.0,<LOD,86.0,50.0,26.0,165,24.0,908,37.0,95,7.0,270,29.0,854362,837.0,8986,103.0,3366,54.0,81,12.0,<LOD,2.0,18,5.0,26,8.0,<LOD,3.0,<LOD,2.0,176,10.0,1131,39.0,<LOD,6.0,419,41.0,166,51.0,<LOD,4621.0,<LOD,7976.0,<LOD,10548.0,<LOD,16536.0,<LOD,22210.0,<LOD,26.0,<LOD,5.0,<LOD,9.0,1246,37.0,4792,171.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m04,<LOD,48126.0,11440,891.0,32388,342.0,<LOD,808.0,3702,66.0,6701,94.0,49223,193.0,1440,43.0,<LOD,1252.0,129,42.0,58.0,28.0,196,25.0,474,36.0,98,7.0,588,32.0,857650,888.0,24675,131.0,2055,47.0,73,11.0,<LOD,1.0,28,5.0,70,8.0,<LOD,3.0,<LOD,2.0,217,10.0,1113,39.0,<LOD,6.0,1241,48.0,2410,70.0,<LOD,4547.0,<LOD,7758.0,<LOD,10057.0,<LOD,15923.0,<LOD,21169.0,<LOD,33.0,<LOD,4.0,<LOD,11.0,1308,37.0,2623,164.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m05,<LOD,41884.0,9025,852.0,31262,334.0,369,50.0,5503,70.0,21702,123.0,48722,190.0,1060,42.0,<LOD,1144.0,<LOD,78.0,58.0,27.0,<LOD,2784.0,640,38.0,71,8.0,863,33.0,837398,839.0,30408,138.0,2688,57.0,38,11.0,<LOD,1.0,15,5.0,<LOD,2.0,<LOD,3.0,<LOD,2.0,215,10.0,737,33.0,<LOD,6.0,3127,54.0,457,53.0,<LOD,4292.0,<LOD,7505.0,<LOD,9507.0,<LOD,14683.0,<LOD,19477.0,<LOD,36.0,<LOD,5.0,<LOD,11.0,2573,49.0,2998,160.0,<LOD,15.0,<LOD,3.0,<LOD,0.0
4_m06,<LOD,43095.0,11135,883.0,44284,373.0,395,49.0,3214,60.0,5334,85.0,59064,200.0,<LOD,1407.0,<LOD,1082.0,<LOD,80.0,62.0,27.0,155,25.0,1088,39.0,100,8.0,1016,33.0,826376,870.0,39020,150.0,914,40.0,54,11.0,<LOD,1.0,19,5.0,49,8.0,<LOD,3.0,41,12.0,225,10.0,905,36.0,<LOD,6.0,1526,47.0,169,51.0,<LOD,4194.0,<LOD,7427.0,416,136.0,<LOD,14884.0,<LOD,20177.0,<LOD,37.0,<LOD,4.0,<LOD,11.0,1521,38.0,2817,156.0,<LOD,15.0,<LOD,3.0,<LOD,0.0
4_m07,<LOD,37419.0,20569,848.0,48546,381.0,1464,58.0,7243,77.0,24289,127.0,41489,182.0,4738,48.0,<LOD,1103.0,<LOD,84.0,58.0,26.0,226,25.0,2173,44.0,105,8.0,694,30.0,799345,826.0,38730,146.0,2380,51.0,32,11.0,<LOD,1.0,17,5.0,51,8.0,<LOD,3.0,<LOD,2.0,207,9.0,807,34.0,<LOD,6.0,1508,45.0,287,49.0,<LOD,4301.0,<LOD,7403.0,<LOD,9447.0,<LOD,14971.0,<LOD,20293.0,<LOD,39.0,<LOD,5.0,<LOD,12.0,2076,43.0,2861,152.0,<LOD,15.0,<LOD,3.0,<LOD,0.0
4_m08,<LOD,54813.0,21555,826.0,51421,404.0,811,55.0,8534,84.0,13575,112.0,22030,163.0,2734,40.0,<LOD,1912.0,122,40.0,42.0,25.0,235,23.0,1801,42.0,105,8.0,399,29.0,836416,905.0,27404,132.0,1407,39.0,68,11.0,<LOD,1.0,<LOD,1.0,33,8.0,<LOD,3.0,<LOD,2.0,198,10.0,895,36.0,<LOD,6.0,2563,53.0,557,56.0,<LOD,3991.0,340,113.0,<LOD,8588.0,942,210.0,1480,290.0,<LOD,29.0,<LOD,4.0,<LOD,10.0,759,30.0,3467,167.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m09,<LOD,28854.0,<LOD,5168.0,<LOD,4193.0,<LOD,660.0,<LOD,1165.0,<LOD,2737.0,<LOD,3353.0,<LOD,1865.0,1259,245.0,<LOD,93.0,122.0,39.0,230,39.0,2300,64.0,116,12.0,1111,46.0,843778,619.0,3175,115.0,10857,126.0,54,17.0,<LOD,2.0,27,8.0,<LOD,3.0,<LOD,3.0,88,11.0,162,14.0,1174,48.0,<LOD,9.0,117674,281.0,3327,113.0,<LOD,1378.0,868,195.0,<LOD,3089.0,<LOD,4830.0,1531,503.0,<LOD,33.0,<LOD,9.0,<LOD,12.0,10165,108.0,1867,151.0,<LOD,13.0,<LOD,4.0,<LOD,1784.0
4_m10,<LOD,35837.0,<LOD,6621.0,<LOD,4110.0,<LOD,634.0,<LOD,1629.0,<LOD,2151.0,<LOD,5118.0,<LOD,1803.0,866,188.0,<LOD,93.0,145.0,32.0,186,30.0,2190,52.0,90,10.0,545,36.0,898376,441.0,21775,137.0,4400,139.0,<LOD,3.0,<LOD,2.0,27,8.0,<LOD,3.0,<LOD,3.0,<LOD,2.0,235,13.0,1084,44.0,<LOD,7.0,41390,173.0,1470,83.0,<LOD,2340.0,801,153.0,615,188.0,<LOD,8103.0,<LOD,10910.0,<LOD,37.0,<LOD,7.0,<LOD,12.0,22009,151.0,3706,183.0,<LOD,14.0,<LOD,3.0,<LOD,1501.0
4_m11,<LOD,34624.0,<LOD,6036.0,<LOD,3928.0,<LOD,774.0,<LOD,1144.0,<LOD,2149.0,<LOD,4602.0,<LOD,2119.0,<LOD,298.0,<LOD,86.0,139.0,32.0,151,31.0,1551,49.0,87,10.0,799,38.0,903759,369.0,19353,134.0,5236,134.0,<LOD,3.0,<LOD,2.0,29,7.0,<LOD,3.0,<LOD,3.0,<LOD,2.0,218,13.0,1100,44.0,<LOD,7.0,44167,177.0,812,80.0,<LOD,2294.0,594,153.0,<LOD,4971.0,<LOD,7863.0,<LOD,10691.0,<LOD,36.0,130,42.0,<LOD,12.0,18864,141.0,2926,186.0,<LOD,14.0,<LOD,3.0,<LOD,1502.0
4_m12,<LOD,39884.0,<LOD,6808.0,<LOD,4829.0,<LOD,1364.0,<LOD,2505.0,<LOD,3037.0,<LOD,4483.0,<LOD,2432.0,<LOD,313.0,<LOD,86.0,100.0,30.0,230,31.0,7121,74.0,92,12.0,815,38.0,884011,340.0,47283,169.0,4963,121.0,<LOD,3.0,<LOD,2.0,38,8.0,68,18.0,<LOD,3.0,<LOD,2.0,263,15.0,1249,45.0,<LOD,7.0,34099,164.0,1724,91.0,<LOD,2526.0,<LOD,4574.0,<LOD,5866.0,<LOD,9122.0,<LOD,11803.0,<LOD,47.0,<LOD,7.0,<LOD,15.0,13340,125.0,4512,186.0,<LOD,14.0,<LOD,3.0,<LOD,1649.0
4_m13,<LOD,32399.0,<LOD,5954.0,<LOD,4354.0,<LOD,1006.0,<LOD,1975.0,<LOD,2448.0,<LOD,4272.0,<LOD,1843.0,<LOD,309.0,176,56.0,150.0,36.0,246,34.0,2831,61.0,89,11.0,589,38.0,857031,392.0,22134,139.0,6999,193.0,<LOD,4.0,<LOD,2.0,<LOD,1.0,<LOD,5.0,<LOD,3.0,<LOD,2.0,215,14.0,984,44.0,<LOD,7.0,57811,202.0,421,81.0,<LOD,2094.0,<LOD,3793.0,<LOD,4826.0,<LOD,7597.0,<LOD,10042.0,<LOD,41.0,<LOD,9.0,<LOD,14.0,46053,209.0,4183,184.0,<LOD,13.0,<LOD,4.0,<LOD,1584.0
4_m14,<LOD,32423.0,<LOD,5886.0,<LOD,3940.0,<LOD,726.0,<LOD,1417.0,<LOD,2672.0,<LOD,4276.0,<LOD,1789.0,<LOD,311.0,<LOD,92.0,143.0,32.0,145,31.0,2460,54.0,95,10.0,780,38.0,889060,349.0,27437,144.0,3799,144.0,52,16.0,<LOD,2.0,<LOD,1.0,<LOD,3.0,<LOD,3.0,<LOD,2.0,226,13.0,1327,48.0,<LOD,7.0,45599,179.0,1069,81.0,<LOD,2291.0,<LOD,4172.0,<LOD,5298.0,<LOD,8249.0,<LOD,10811.0,<LOD,39.0,<LOD,7.0,<LOD,13.0,24415,158.0,3296,181.0,<LOD,14.0,<LOD,3.0,<LOD,1489.0
4_m15,<LOD,32044.0,<LOD,5862.0,<LOD,3625.0,<LOD,711.0,<LOD,1431.0,<LOD,2452.0,<LOD,4579.0,<LOD,1909.0,<LOD,311.0,<LOD,85.0,143.0,35.0,181,33.0,3123,62.0,118,11.0,506,37.0,863020,352.0,22024,140.0,7079,129.0,<LOD,3.0,<LOD,2.0,<LOD,1.0,<LOD,3.0,<LOD,3.0,<LOD,2.0,201,13.0,1338,50.0,<LOD,8.0,80737,227.0,1932,92.0,<LOD,1642.0,<LOD,2948.0,<LOD,3603.0,<LOD,5469.0,<LOD,7238.0,<LOD,38.0,<LOD,8.0,<LOD,13.0,15611,129.0,3869,173.0,<LOD,13.0,<LOD,3.0,<LOD,1578.0
4_m16,<LOD,36159.0,<LOD,6472.0,<LOD,4009.0,<LOD,725.0,<LOD,1648.0,<LOD,2325.0,<LOD,5028.0,<LOD,2081.0,<LOD,318.0,<LOD,88.0,138.0,35.0,315,34.0,2867,60.0,108,11.0,652,38.0,854458,505.0,27691,146.0,5140,137.0,<LOD,3.0,<LOD,2.0,<LOD,1.0,<LOD,3.0,<LOD,3.0,<LOD,2.0,221,13.0,947,45.0,<LOD,7.0,80055,227.0,1882,88.0,<LOD,1614.0,<LOD,2954.0,<LOD,3596.0,<LOD,5475.0,1485,423.0,<LOD,40.0,<LOD,7.0,<LOD,14.0,20918,146.0,3015,166.0,<LOD,13.0,<LOD,3.0,<LOD,1525.0
4_m17,<LOD,49688.0,33466,857.0,85453,490.0,1283,63.0,6885,84.0,9557,111.0,10277,164.0,10610,59.0,800,164.0,<LOD,100.0,41.0,27.0,260,27.0,7276,68.0,<LOD,23.0,2747,47.0,815391,911.0,358,90.0,3290,85.0,42,11.0,35,8.0,38,6.0,<LOD,3.0,<LOD,3.0,55,9.0,166,10.0,654,31.0,<LOD,7.0,245,42.0,368,54.0,263,67.0,<LOD,7605.0,<LOD,9549.0,<LOD,14712.0,<LOD,20256.0,<LOD,23.0,<LOD,5.0,<LOD,9.0,8875,89.0,1564,151.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m18,<LOD,45461.0,39678,845.0,101143,498.0,2937,72.0,5293,76.0,12179,111.0,9294,157.0,4634,43.0,<LOD,1724.0,<LOD,80.0,41.0,24.0,196,24.0,1037,38.0,83,7.0,1138,35.0,813152,891.0,<LOD,74.0,1172,46.0,50,9.0,<LOD,1.0,20,5.0,33,8.0,<LOD,3.0,76,8.0,148,9.0,1120,38.0,<LOD,6.0,184,39.0,1516,60.0,<LOD,4457.0,322,102.0,<LOD,9650.0,<LOD,15465.0,<LOD,20936.0,<LOD,21.0,76,18.0,<LOD,8.0,2467,46.0,1928,151.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m19,<LOD,52277.0,31115,843.0,50044,405.0,12239,119.0,8813,92.0,19760,131.0,11909,162.0,4786,45.0,<LOD,1895.0,<LOD,85.0,44.0,25.0,222,24.0,1518,41.0,96,8.0,<LOD,30.0,843388,881.0,856,89.0,2023,73.0,115,11.0,<LOD,1.0,29,6.0,<LOD,2.0,<LOD,3.0,90,9.0,188,10.0,2402,56.0,<LOD,6.0,351,43.0,459,53.0,268,65.0,<LOD,7713.0,<LOD,9868.0,<LOD,15130.0,<LOD,20166.0,<LOD,24.0,<LOD,5.0,<LOD,9.0,6711,77.0,2478,159.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m20,18252,5838.0,9202,852.0,31663,447.0,<LOD,647.0,17080,196.0,4000,92.0,62101,633.0,1043,44.0,<LOD,984.0,<LOD,81.0,52.0,26.0,111,26.0,212,35.0,91,8.0,693,34.0,841441,5153.0,279,87.0,1062,58.0,37,9.0,<LOD,1.0,24,5.0,31,9.0,<LOD,3.0,68,8.0,168,9.0,1010,39.0,<LOD,6.0,<LOD,9.0,3269,77.0,<LOD,3984.0,<LOD,6657.0,456,135.0,756,215.0,<LOD,18417.0,<LOD,20.0,80,19.0,<LOD,8.0,4561,76.0,2166,155.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m21,<LOD,60639.0,21153,778.0,68640,445.0,1560,62.0,5139,77.0,12634,114.0,9036,150.0,5695,45.0,<LOD,2261.0,<LOD,85.0,45.0,26.0,232,23.0,363,34.0,125,7.0,648,33.0,863954,851.0,279,90.0,1777,39.0,72,9.0,<LOD,1.0,23,5.0,47,8.0,<LOD,3.0,81,9.0,179,10.0,857,35.0,<LOD,6.0,267,42.0,4175,79.0,<LOD,4137.0,<LOD,7208.0,<LOD,9132.0,<LOD,14200.0,<LOD,19665.0,<LOD,20.0,95,20.0,<LOD,7.0,513,24.0,2284,165.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m22,<LOD,55633.0,12878,823.0,33480,341.0,<LOD,991.0,3215,64.0,9945,101.0,35528,173.0,296,36.0,<LOD,1842.0,133,39.0,35.0,25.0,280,23.0,407,34.0,112,7.0,116,29.0,896252,860.0,<LOD,74.0,518,37.0,69,10.0,<LOD,1.0,22,5.0,50,8.0,<LOD,3.0,120,9.0,210,10.0,1926,51.0,<LOD,6.0,207,43.0,298,54.0,<LOD,4401.0,<LOD,7587.0,<LOD,9531.0,<LOD,15183.0,<LOD,20408.0,<LOD,20.0,148,20.0,<LOD,8.0,1481,38.0,2161,175.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m23,<LOD,37844.0,16906,798.0,67183,422.0,1268,57.0,5880,72.0,23433,126.0,35158,174.0,4125,45.0,<LOD,1162.0,<LOD,82.0,52.0,26.0,145,25.0,838,38.0,82,8.0,293,30.0,834950,833.0,<LOD,74.0,1055,51.0,32,8.0,<LOD,1.0,20,5.0,29,9.0,<LOD,3.0,85,8.0,188,9.0,963,36.0,<LOD,6.0,186,38.0,1051,56.0,244,62.0,337,106.0,<LOD,9412.0,<LOD,14536.0,<LOD,19069.0,<LOD,20.0,68,18.0,<LOD,8.0,3416,54.0,1931,153.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m24,21138,5873.0,14588,849.0,41553,546.0,1789,63.0,9558,126.0,7407,119.0,47786,504.0,10456,120.0,<LOD,1034.0,131,39.0,47.0,26.0,251,26.0,911,39.0,82,7.0,211,29.0,835344,5162.0,395,87.0,487,43.0,67,9.0,<LOD,1.0,40,5.0,40,8.0,<LOD,3.0,85,8.0,176,9.0,1810,50.0,<LOD,6.0,222,39.0,314,48.0,<LOD,4502.0,<LOD,7852.0,447,132.0,<LOD,15548.0,<LOD,21270.0,<LOD,20.0,108,18.0,<LOD,8.0,2568,53.0,1906,154.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
